,,,*,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,alkaloid,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,phenolic compound,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,polyketide,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene,terpenoid/terpene
phenolic compound,phenolic acid,w/,2479,2478,1,2477,2,2478,1,2479,0,2476,3,2473,6,2479,0,2477,2,2479,0,2479,0,2479,0,2479,0,2478,1,2474,5,2477,2,2476,3,2479,0,2478,1,2477,2,2478,1,2479,0,2475,4,2479,0,2477,2,2478,1,2478,1,2469,10,2476,3,1523,956,2479,0,2453,26,2475,4,1244,1235,0,2479,2450,29,2438,41,2369,110,2475,4,2477,2,2479,0,2479,0,2479,0,2479,0,2478,1,2470,9,2479,0,2478,1,2479,0,2479,0,2468,11,2479,0,2391,88,2462,17
phenolic compound,phenylpropanoid,w/o,249205,246455,2750,248346,859,243295,5910,246480,2725,232386,16819,235480,13725,249132,73,247128,2077,246685,2520,249126,79,247287,1918,249136,69,242553,6652,244250,4955,248141,1064,229658,19547,245907,3298,248500,705,246412,2793,235902,13303,249054,151,247909,1296,247867,1338,237141,12064,248934,271,247045,2160,245172,4033,248422,783,206176,43029,249203,2,246750,2455,246344,2861,194164,55041,246755,2450,249205,0,243950,5255,237694,11511,247354,1851,248888,317,249085,120,242150,7055,247758,1447,248224,981,231106,18099,245748,3457,249040,165,248434,771,249127,78,249202,3,243671,5534,249012,193,238376,10829,243420,5785
phenolic compound,phenylpropanoid,w/,877,877,0,876,1,877,0,876,1,877,0,873,4,877,0,876,1,877,0,877,0,877,0,877,0,877,0,876,1,877,0,877,0,876,1,876,1,876,1,875,2,876,1,876,1,877,0,876,1,876,1,875,2,873,4,876,1,655,222,877,0,843,34,872,5,680,197,848,29,0,877,869,8,863,14,872,5,876,1,877,0,874,3,877,0,877,0,873,4,867,10,876,1,869,8,877,0,877,0,835,42,877,0,862,15,861,16
phenolic compound,stilbene,w/o,244819,242075,2744,243962,857,238966,5853,242096,2723,228041,16778,231127,13692,244746,73,242747,2072,242306,2513,244741,78,242904,1915,244750,69,238184,6635,239870,4949,243757,1062,225307,19512,241533,3286,244113,706,242031,2788,231534,13285,244669,150,243525,1294,243483,1336,232793,12026,244547,272,242665,2154,240836,3983,244044,775,201968,42851,244817,2,242352,2467,241961,2858,190044,54775,242381,2438,243950,869,244819,0,233353,11466,242975,1844,244502,317,244699,120,237768,7051,243373,1446,243839,980,226726,18093,241361,3458,244654,165,244044,775,244742,77,244816,3,239267,5552,244626,193,234018,10801,239037,5782
phenolic compound,stilbene,w/,5263,5257,6,5260,3,5206,57,5260,3,5222,41,5226,37,5263,0,5257,6,5256,7,5262,1,5260,3,5263,0,5246,17,5256,7,5261,2,5228,35,5250,13,5263,0,5257,6,5243,20,5261,2,5260,3,5261,2,5224,39,5263,0,5255,8,5209,54,5254,9,4863,400,5263,0,5241,22,5255,8,4800,463,5222,41,5255,8,0,5263,5204,59,5251,12,5262,1,5263,0,5256,7,5262,1,5262,1,5253,10,5254,9,5262,1,5259,4,5262,1,5263,0,5239,24,5263,0,5220,43,5244,19
phenolic compound,tannin,w/o,238557,235812,2745,237697,860,232661,5896,235833,2724,221756,16801,224860,13697,238484,73,236492,2065,236038,2519,238479,78,236639,1918,238488,69,231910,6647,233614,4943,237495,1062,219030,19527,235264,3293,237856,701,235768,2789,225262,13295,238407,150,237264,1293,237223,1334,226509,12048,238292,265,236407,2150,235358,3199,237803,754,202350,36207,238555,2,236086,2471,235708,2849,187677,50880,236188,2369,237694,863,233353,5204,238557,0,236764,1793,238243,314,238437,120,231503,7054,237111,1446,237577,980,220642,17915,235156,3401,238392,165,237793,764,238482,75,238555,2,233071,5486,238366,191,227965,10592,233216,5341
phenolic compound,tannin,w/,11525,11520,5,11525,0,11511,14,11523,2,11507,18,11493,32,11525,0,11512,13,11524,1,11524,1,11525,0,11525,0,11520,5,11512,13,11523,2,11505,20,11519,6,11520,5,11520,5,11515,10,11523,2,11521,4,11521,4,11508,17,11518,7,11513,12,10687,838,11495,30,4481,7044,11525,0,11507,18,11508,17,7167,4358,11415,110,11511,14,11466,59,0,11525,11462,63,11521,4,11525,0,11521,4,11524,1,11524,1,11337,188,11459,66,11524,1,11510,15,11522,3,11524,1,11435,90,11523,2,11273,252,11065,460
phenolic compound,xanthone,w/o,248226,245483,2743,247368,858,242319,5907,245503,2723,231416,16810,234508,13718,248153,73,246154,2072,245706,2520,248147,79,246310,1916,248157,69,241579,6647,243273,4953,247162,1064,228685,19541,244932,3294,247520,706,245434,2792,234931,13295,248074,152,246929,1297,246889,1337,236163,12063,247955,271,246066,2160,244253,3973,247455,771,205150,43076,248224,2,245740,2486,245374,2852,193111,55115,245751,2475,247354,872,242975,5251,236764,11462,248226,0,247908,318,248106,120,241169,7057,246780,1446,247245,981,230133,18093,244761,3465,248060,166,247448,778,248148,78,248223,3,242669,5557,248033,193,237387,10839,242464,5762
phenolic compound,xanthone,w/,1856,1849,7,1854,2,1853,3,1853,3,1847,9,1845,11,1856,0,1850,6,1856,0,1856,0,1854,2,1856,0,1851,5,1853,3,1856,0,1850,6,1851,5,1856,0,1854,2,1846,10,1856,0,1856,0,1855,1,1854,2,1855,1,1854,2,1792,64,1843,13,1681,175,1856,0,1853,3,1842,14,1733,123,1852,4,1851,5,1844,12,1793,63,0,1856,1856,0,1856,0,1855,1,1855,1,1856,0,1846,10,1854,2,1856,0,1855,1,1856,0,1856,0,1837,19,1856,0,1851,5,1817,39
polyketide,acetogenin,w/o,249764,247016,2748,248904,860,243854,5910,247038,2726,232948,16816,236037,13727,249691,73,247687,2077,247245,2519,249685,79,247846,1918,249695,69,243112,6652,244808,4956,248700,1064,230217,19547,246465,3299,249058,706,246970,2794,236459,13305,249612,152,248467,1297,248426,1338,237701,12063,249492,272,247602,2162,245727,4037,248980,784,206524,43240,249762,2,247275,2489,246898,2866,194531,55233,247287,2477,248888,876,244502,5262,238243,11521,247908,1856,249764,0,249644,120,242707,7057,248318,1446,248787,977,231661,18103,246301,3463,249598,166,248985,779,249686,78,249761,3,244200,5564,249571,193,238922,10842,243966,5798
polyketide,acetogenin,w/,318,316,2,318,0,318,0,318,0,315,3,316,2,318,0,317,1,317,1,318,0,318,0,318,0,318,0,318,0,318,0,318,0,318,0,318,0,318,0,318,0,318,0,318,0,318,0,316,2,318,0,318,0,318,0,318,0,307,11,318,0,318,0,318,0,313,5,316,2,317,1,317,1,314,4,318,0,0,318,318,0,317,1,317,1,314,4,318,0,314,4,318,0,318,0,318,0,318,0,306,12,318,0,316,2,315,3
polyketide,ansamycin,w/o,249962,247212,2750,249102,860,244052,5910,247236,2726,233144,16818,236234,13728,249889,73,247884,2078,247442,2520,249883,79,248044,1918,249893,69,243310,6652,245007,4955,248898,1064,230416,19546,246664,3298,249256,706,247168,2794,236664,13298,249810,152,248665,1297,248624,1338,237899,12063,249690,272,247800,2162,245926,4036,249178,784,206711,43251,249960,2,247473,2489,247099,2863,194726,55236,247483,2479,249085,877,244699,5263,238437,11525,248106,1856,249644,318,249962,0,242925,7037,248515,1447,248981,981,231872,18090,246495,3467,249796,166,249183,779,249884,78,249959,3,244388,5574,249769,193,239118,10844,244161,5801
polyketide,ansamycin,w/,120,120,0,120,0,120,0,120,0,119,1,119,1,120,0,120,0,120,0,120,0,120,0,120,0,120,0,119,1,120,0,119,1,119,1,120,0,120,0,113,7,120,0,120,0,120,0,118,2,120,0,120,0,119,1,120,0,120,0,120,0,120,0,117,3,118,2,120,0,120,0,120,0,120,0,120,0,120,0,0,120,99,21,120,0,120,0,107,13,120,0,120,0,120,0,120,0,120,0,118,2,120,0,120,0,120,0
polyketide,macrolide,w/o,243024,240280,2744,242168,856,237151,5873,240308,2716,226332,16692,229317,13707,242951,73,240952,2072,240509,2515,242945,79,241150,1874,242955,69,236386,6638,238071,4953,241961,1063,223496,19528,239727,3297,242318,706,240234,2790,230989,12035,242872,152,241731,1293,241686,1338,231005,12019,242752,272,240863,2161,238995,4029,242242,782,199791,43233,243022,2,240539,2485,240171,2853,187813,55211,240545,2479,242150,874,237768,5256,231503,11521,241169,1855,242707,317,242925,99,243024,0,241753,1271,242054,970,226714,16310,239565,3459,242858,166,242245,779,242946,78,243021,3,237462,5562,242832,192,232182,10842,237229,5795
polyketide,macrolide,w/,7058,7052,6,7054,4,7021,37,7048,10,6931,127,7036,22,7058,0,7052,6,7053,5,7058,0,7014,44,7058,0,7044,14,7055,3,7057,1,7039,19,7056,2,7058,0,7054,4,5788,1270,7058,0,7054,4,7058,0,7012,46,7058,0,7057,1,7050,8,7056,2,7040,18,7058,0,7054,4,7045,13,7031,27,7058,0,7055,3,7051,7,7054,4,7057,1,7057,1,7037,21,0,7058,6882,176,7047,11,5265,1793,7050,8,7058,0,7058,0,7058,0,7058,0,7044,14,7057,1,7056,2,7052,6
polyketide,polyene,w/o,248635,245886,2749,247777,858,242730,5905,245915,2720,231879,16756,234911,13724,248562,73,246557,2078,246115,2520,248556,79,246719,1916,248566,69,241985,6650,243683,4952,247571,1064,229098,19537,245338,3297,247929,706,245842,2793,235340,13295,248483,152,247339,1296,247297,1338,236584,12051,248363,272,246474,2161,244598,4037,247851,784,205389,43246,248633,2,246146,2489,245772,2863,193411,55224,246156,2479,247758,877,243373,5262,237111,11524,246780,1855,248318,317,248515,120,241753,6882,248635,0,247656,979,230544,18091,245171,3464,248469,166,247856,779,248557,78,248632,3,243064,5571,248442,193,237817,10818,242836,5799
polyketide,polyene,w/,1447,1446,1,1445,2,1442,5,1441,6,1384,63,1442,5,1447,0,1447,0,1447,0,1447,0,1445,2,1447,0,1445,2,1443,4,1447,0,1437,10,1445,2,1447,0,1446,1,1437,10,1447,0,1446,1,1447,0,1433,14,1447,0,1446,1,1447,0,1447,0,1442,5,1447,0,1447,0,1444,3,1433,14,1447,0,1447,0,1446,1,1446,1,1446,1,1446,1,1447,0,1271,176,0,1447,1445,2,1435,12,1444,3,1447,0,1447,0,1447,0,1447,0,1442,5,1447,0,1421,26,1445,2
polyketide,polyether,w/o,249101,246351,2750,248243,858,243193,5908,246375,2726,232289,16812,235374,13727,249028,73,247023,2078,246581,2520,249022,79,247183,1918,249032,69,242450,6651,244145,4956,248038,1063,229561,19540,245802,3299,248395,706,246307,2794,235801,13300,248949,152,247804,1297,247763,1338,237037,12064,248829,272,246939,2162,245067,4034,248317,784,205853,43248,249099,2,246612,2489,246236,2865,193882,55219,246622,2479,248224,877,243839,5262,237577,11524,247245,1856,248787,314,248981,120,242054,7047,247656,1445,249101,0,231007,18094,245634,3467,248935,166,248322,779,249023,78,249098,3,243525,5576,248908,193,238257,10844,243306,5795
polyketide,polyether,w/,981,981,0,979,2,979,2,981,0,974,7,979,2,981,0,981,0,981,0,981,0,981,0,981,0,980,1,981,0,980,1,974,7,981,0,981,0,981,0,976,5,981,0,981,0,981,0,980,1,981,0,981,0,978,3,981,0,978,3,981,0,981,0,980,1,962,19,981,0,981,0,980,1,980,1,981,0,977,4,981,0,970,11,979,2,0,981,972,9,981,0,981,0,981,0,981,0,981,0,981,0,981,0,981,0,975,6
polyketide,tetracycline,w/o,231979,229258,2721,231122,857,226169,5810,229264,2715,215274,16705,218335,13644,231906,73,229911,2068,229466,2513,231900,79,230074,1905,231910,69,225347,6632,227040,4939,230921,1058,212488,19491,228694,3285,231281,698,229207,2772,219950,12029,231829,150,230693,1286,230649,1330,219949,12030,231709,270,229824,2155,228006,3973,231198,781,189000,42979,231977,2,229495,2484,229144,2835,177034,54945,229501,2478,231106,873,226726,5253,220642,11337,230133,1846,231661,318,231872,107,226714,5265,230544,1435,231007,972,231979,0,228536,3443,231814,165,231209,770,231901,78,231976,3,226442,5537,231787,192,221156,10823,226213,5766
polyketide,tetracycline,w/,18103,18074,29,18100,3,18003,100,18092,11,17989,114,18018,85,18103,0,18093,10,18096,7,18103,0,18090,13,18103,0,18083,20,18086,17,18097,6,18047,56,18089,14,18095,8,18081,22,16827,1276,18101,2,18092,11,18095,8,18068,35,18101,2,18096,7,18039,64,18100,3,17831,272,18103,0,18098,5,18072,31,17810,293,18102,1,18099,4,18093,10,17915,188,18093,10,18103,0,18090,13,16310,1793,18091,12,18094,9,0,18103,18079,24,18102,1,18094,9,18103,0,18103,0,18064,39,18102,1,18082,21,18068,35
terpenoid/terpene,diterpene,w/o,246615,243869,2746,245756,859,240706,5909,243890,2725,229808,16807,232923,13692,246542,73,244537,2078,244097,2518,246536,79,244699,1916,246546,69,239967,6648,241667,4948,245552,1063,227082,19533,243322,3293,245912,703,243824,2791,233315,13300,246464,151,245319,1296,245277,1338,234569,12046,246344,271,244456,2159,242589,4026,245834,781,203552,43063,246613,2,244147,2468,243761,2854,191534,55081,244145,2470,245748,867,241361,5254,235156,11459,244761,1854,246301,314,246495,120,239565,7050,245171,1444,245634,981,228536,18079,246615,0,246450,165,245845,770,246543,72,246613,2,241215,5400,246423,192,235788,10827,240925,5690
terpenoid/terpene,diterpene,w/,3467,3463,4,3466,1,3466,1,3466,1,3455,12,3430,37,3467,0,3467,0,3465,2,3467,0,3465,2,3467,0,3463,4,3459,8,3466,1,3453,14,3461,6,3464,3,3464,3,3462,5,3466,1,3466,1,3467,0,3448,19,3466,1,3464,3,3456,11,3464,3,3279,188,3467,0,3446,21,3455,12,3310,157,3458,9,3457,10,3458,9,3401,66,3465,2,3463,4,3467,0,3459,8,3464,3,3467,0,3443,24,0,3467,3466,1,3458,9,3461,6,3466,1,3291,176,3466,1,3450,17,3356,111
terpenoid/terpene,hemiterpene,w/o,249916,247166,2750,249056,860,244006,5910,247190,2726,233105,16811,236192,13724,249843,73,247839,2077,247396,2520,249837,79,247998,1918,249847,69,243265,6651,244961,4955,248852,1064,230369,19547,246618,3298,249211,705,247122,2794,236614,13302,249765,151,248619,1297,248578,1338,237851,12065,249645,271,247754,2162,245881,4035,249132,784,206668,43248,249914,2,247427,2489,247051,2865,194682,55234,247437,2479,249040,876,244654,5262,238392,11524,248060,1856,249598,318,249796,120,242858,7058,248469,1447,248935,981,231814,18102,246450,3466,249916,0,249143,773,249838,78,249913,3,244344,5572,249724,192,239076,10840,244117,5799
terpenoid/terpene,hemiterpene,w/,166,166,0,166,0,166,0,166,0,158,8,161,5,166,0,165,1,166,0,166,0,166,0,166,0,165,1,165,1,166,0,166,0,165,1,165,1,166,0,163,3,165,1,166,0,166,0,166,0,165,1,166,0,164,2,166,0,163,3,166,0,166,0,165,1,162,4,166,0,165,1,165,1,165,1,166,0,166,0,166,0,166,0,166,0,166,0,165,1,165,1,0,166,160,6,166,0,166,0,162,4,165,1,162,4,164,2
terpenoid/terpene,monoterpene,w/o,249303,246557,2746,248443,860,243394,5909,246577,2726,232485,16818,235612,13691,249230,73,247227,2076,246784,2519,249224,79,247385,1918,249234,69,242653,6650,244349,4954,248240,1063,229758,19545,246006,3297,248598,705,246509,2794,235999,13304,249153,150,248006,1297,247965,1338,237239,12064,249033,270,247144,2159,245268,4035,248519,784,206100,43203,249301,2,246820,2483,246438,2865,194123,55180,246825,2478,248434,869,244044,5259,237793,11510,247448,1855,248985,318,249183,120,242245,7058,247856,1447,248322,981,231209,18094,245845,3458,249143,160,249303,0,249225,78,249300,3,243891,5412,249111,192,238468,10835,243513,5790
terpenoid/terpene,monoterpene,w/,779,775,4,779,0,778,1,779,0,778,1,741,38,779,0,777,2,778,1,779,0,779,0,779,0,777,2,777,2,778,1,777,2,777,2,778,1,779,0,778,1,777,2,779,0,779,0,778,1,777,2,776,3,777,2,779,0,731,48,779,0,773,6,778,1,721,58,778,1,771,8,775,4,764,15,778,1,779,0,779,0,779,0,779,0,779,0,770,9,770,9,773,6,0,779,779,0,779,0,615,164,778,1,770,9,768,11
terpenoid/terpene,norisoprenoid,w/o,250004,247254,2750,249144,860,244094,5910,247278,2726,233186,16818,236278,13726,249931,73,247926,2078,247484,2520,249925,79,248086,1918,249935,69,243352,6652,245048,4956,248940,1064,230457,19547,246705,3299,249298,706,247211,2793,236699,13305,249852,152,248707,1297,248666,1338,237939,12065,249733,271,247843,2161,245967,4037,249220,784,206761,43243,250002,2,247517,2487,247138,2866,194776,55228,247525,2479,249127,877,244742,5262,238482,11522,248148,1856,249686,318,249884,120,242946,7058,248557,1447,249023,981,231901,18103,246543,3461,249838,166,249225,779,250004,0,250001,3,244435,5569,249811,193,239165,10839,244207,5797
terpenoid/terpene,norisoprenoid,w/,78,78,0,78,0,78,0,78,0,77,1,75,3,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0,77,1,78,0,78,0,78,0,78,0,78,0,77,1,77,1,78,0,78,0,70,8,78,0,76,2,78,0,68,10,78,0,78,0,77,1,75,3,78,0,78,0,78,0,78,0,78,0,78,0,78,0,72,6,78,0,78,0,0,78,78,0,71,7,78,0,73,5,74,4
terpenoid/terpene,polyterpene,w/o,250079,247329,2750,249219,860,244169,5910,247353,2726,233260,16819,236350,13729,250006,73,248001,2078,247559,2520,250000,79,248161,1918,250010,69,243427,6652,245123,4956,249015,1064,230532,19547,246780,3299,249373,706,247285,2794,236774,13305,249927,152,248782,1297,248741,1338,238014,12065,249807,272,247917,2162,246042,4037,249295,784,206829,43250,250077,2,247590,2489,247213,2866,194841,55238,247600,2479,249202,877,244816,5263,238555,11524,248223,1856,249761,318,249959,120,243021,7058,248632,1447,249098,981,231976,18103,246613,3466,249913,166,249300,779,250001,78,250079,0,244504,5575,249886,193,239236,10843,244279,5800
terpenoid/terpene,polyterpene,w/,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,3,0,3,0,0,3,2,1,3,0,2,1,2,1
terpenoid/terpene,sesquiterpene,w/o,244506,241762,2744,243647,859,238611,5895,241785,2721,227710,16796,230832,13674,244433,73,242434,2072,241990,2516,244428,78,242590,1916,244437,69,237864,6642,239559,4947,243442,1064,224992,19514,241214,3292,243814,692,241715,2791,231218,13288,244355,151,243210,1296,243168,1338,232480,12026,244235,271,242359,2147,240490,4016,243722,784,201625,42881,244504,2,242063,2443,241657,2849,189540,54966,242038,2468,243671,835,239267,5239,233071,11435,242669,1837,244200,306,244388,118,237462,7044,243064,1442,243525,981,226442,18064,241215,3291,244344,162,243891,615,244435,71,244504,2,244506,0,244327,179,233689,10817,238847,5659
terpenoid/terpene,sesquiterpene,w/,5576,5570,6,5575,1,5561,15,5571,5,5553,23,5521,55,5576,0,5570,6,5572,4,5575,1,5574,2,5576,0,5566,10,5567,9,5576,0,5543,33,5569,7,5562,14,5573,3,5559,17,5575,1,5575,1,5576,0,5537,39,5575,1,5561,15,5555,21,5576,0,5206,370,5576,0,5530,46,5559,17,5304,272,5565,11,5534,42,5552,24,5486,90,5557,19,5564,12,5574,2,5562,14,5571,5,5576,0,5537,39,5400,176,5572,4,5412,164,5569,7,5575,1,0,5576,5562,14,5549,27,5434,142
terpenoid/terpene,sesterterpene,w/o,249889,247139,2750,249029,860,243979,5910,247163,2726,233071,16818,236163,13726,249816,73,247812,2077,247369,2520,249810,79,247971,1918,249820,69,243238,6651,244934,4955,248825,1064,230342,19547,246592,3297,249184,705,247095,2794,236585,13304,249738,151,248592,1297,248551,1338,237824,12065,249618,271,247727,2162,245855,4034,249105,784,206641,43248,249887,2,247400,2489,247024,2865,194654,55235,247410,2479,249012,877,244626,5263,238366,11523,248033,1856,249571,318,249769,120,242832,7057,248442,1447,248908,981,231787,18102,246423,3466,249724,165,249111,778,249811,78,249886,3,244327,5562,249889,0,239046,10843,244094,5795
terpenoid/terpene,sesterterpene,w/,193,193,0,193,0,193,0,193,0,192,1,190,3,193,0,192,1,193,0,193,0,193,0,193,0,192,1,192,1,193,0,193,0,191,2,192,1,193,0,192,1,192,1,193,0,193,0,193,0,192,1,193,0,190,3,193,0,190,3,193,0,193,0,192,1,190,3,193,0,193,0,193,0,191,2,193,0,193,0,193,0,192,1,193,0,193,0,192,1,192,1,192,1,192,1,193,0,193,0,179,14,0,193,192,1,187,6
terpenoid/terpene,tetraterpene/carotenoid/xanthophyll,w/o,239238,236493,2745,238379,859,233334,5904,236512,2726,222440,16798,225555,13683,239165,73,237164,2074,236720,2518,239160,78,237321,1917,239169,69,232592,6646,234292,4946,238191,1047,219705,19533,235941,3297,238534,704,236445,2793,225941,13297,239087,151,237957,1281,237915,1323,227192,12046,238971,267,237081,2157,235231,4007,238461,777,197145,42093,239236,2,236764,2474,236378,2860,185326,53912,236847,2391,238376,862,234018,5220,227965,11273,237387,1851,238922,316,239118,120,232182,7056,237817,1421,238257,981,221156,18082,235788,3450,239076,162,238468,770,239165,73,239236,2,233689,5549,239046,192,239238,0,233484,5754
terpenoid/terpene,tetraterpene/carotenoid/xanthophyll,w/,10844,10839,5,10843,1,10838,6,10844,0,10823,21,10798,46,10844,0,10840,4,10842,2,10843,1,10843,1,10844,0,10838,6,10834,10,10827,17,10830,14,10842,2,10842,2,10843,1,10836,8,10843,1,10828,16,10829,15,10825,19,10839,5,10839,5,10814,30,10837,7,9686,1158,10844,0,10829,15,10838,6,9518,1326,10756,88,10829,15,10801,43,10592,252,10839,5,10842,2,10844,0,10842,2,10818,26,10844,0,10823,21,10827,17,10840,4,10835,9,10839,5,10843,1,10817,27,10843,1,0,10844,10797,47
terpenoid/terpene,triterpene,w/o,244281,241546,2735,243425,856,238382,5899,241560,2721,227486,16795,230584,13697,244208,73,242214,2067,241772,2509,244202,79,242365,1916,244213,68,237636,6645,239331,4950,243220,1061,224753,19528,240989,3292,243578,703,241493,2788,230983,13298,244132,149,242987,1294,242946,1335,232236,12045,244013,268,242119,2162,240366,3915,243501,780,201794,42487,244279,2,241838,2443,241435,2846,189465,54816,241819,2462,243420,861,239037,5244,233216,11065,242464,1817,243966,315,244161,120,237229,7052,242836,1445,243306,975,226213,18068,240925,3356,244117,164,243513,768,244207,74,244279,2,238847,5434,244094,187,233484,10797,244281,0
terpenoid/terpene,triterpene,w/,5801,5786,15,5797,4,5790,11,5796,5,5777,24,5769,32,5801,0,5790,11,5790,11,5801,0,5799,2,5800,1,5794,7,5795,6,5798,3,5782,19,5794,7,5798,3,5795,6,5794,7,5798,3,5798,3,5798,3,5781,20,5797,4,5801,0,5679,122,5797,4,5037,764,5801,0,5755,46,5781,20,5379,422,5784,17,5785,16,5782,19,5341,460,5762,39,5798,3,5801,0,5795,6,5799,2,5795,6,5766,35,5690,111,5799,2,5790,11,5797,4,5800,1,5659,142,5795,6,5754,47,0,5801
